geneSymbol	diseaseName
PTLAH	Absent patella
PTMA	Fatty Liver
PTMA	Lung Neoplasms
PTN	Mammary Neoplasms, Animal
PTN	Mammary Neoplasms, Experimental
PTOS1	Ptosis, Hereditary Congenital 1
PTOS2	Ptosis, Hereditary Congenital 2
PTOV1	Disease Progression
PTOV1	Stomach Neoplasms
PTPLA	Polycystic Ovary Syndrome
PTPN11	Exostoses, Multiple Hereditary
PTPN11	LEOPARD syndrome, 1
PTPN11	Osteochondroma
PTPN14	CHOANAL ATRESIA AND LYMPHEDEMA
PTPN2	Leukemia, T-Cell
PTPN5	Nerve Degeneration
PTPN6	Calcinosis
PTPN6	Heart Valve Diseases
PTPN6	Respiratory Hypersensitivity
PTPRA	Myocardial Ischemia
PTPRC	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive
PTPRD	Breast Neoplasms
PTPRD	Colorectal Neoplasms
PTPRF	Disease Progression
PTPRF	Stomach Neoplasms
PTPRJ	Colorectal Neoplasms
PTPRK	Melanoma
PTPRK	Prostatic Neoplasms
PTPRN2	Peripheral Nervous System Diseases
PTPRO	Liver Neoplasms
PTPRO	Melanoma
PTPRZ1	Helicobacter Infections
PTRF	Methylmalonic acidemia
PTRF	Weight Gain
PTRH2	Prostatic Neoplasms
PTX3	Arsenic Poisoning
PTX3	Pulmonary Fibrosis
PTX3	Skin Diseases
PUF60	Mesothelioma
PUF60	Necrosis
PUF60	Neoplasms, Experimental
PUJO	Multicystic renal dysplasia, bilateral
PUS1	Disease Progression
PUS1	Stomach Neoplasms
PVALB	Psychotic Disorders
PVALB	Seizures
PVNH3	Heterotopia, Periventricular, associated with Chromosome 5p Anomalies
PVNH5	Heterotopia, Periventricular, Associated With Chromosome 5q Deletion
PVOP1	Pelvic Organ Prolapse
PVOP2	Pelvic Organ Prolapse
PVRL1	Herpesviridae Infections
PVRL1	Rosselli-Gulienetti Syndrome
PWWP2B	Polycystic Ovary Syndrome
PXDN	Leukemia, Myeloid, Acute
PXN	Melanoma, Experimental
PYCARD	Calcinosis
PYCARD	Carcinoma, Large Cell
PYCARD	Heart Valve Diseases
PYCARD	Lung Neoplasms
PYCR1	Progeria
PYGB	Carcinoma, Adenoid Cystic
PYGB	Myocardial Ischemia
PYGB	Salivary Gland Neoplasms
PYGL	Carcinoma, Hepatocellular
PYGM	Muscular Diseases
PYY	Alzheimer Disease
PYY	Neural Tube Defects
PZP	Drug-Induced Liver Injury
QARS	Prostatic Neoplasms
QPCT	Dermatitis, Allergic Contact
QSOX1	Substance-Related Disorders
QTV	QT INTERVAL, VARIATION IN
RAB11A	Chloracne
RAB11B	HIV Infections
RAB11FIP5	Autistic Disorder
RAB12	Myocardial Ischemia
RAB1B	Myocardial Ischemia
RAB2A	Polycystic Ovary Syndrome
RAB32	Dermatitis, Allergic Contact
RAB32	HIV Infections
RAB37	Peripheral Nervous System Diseases
RAB39B	Craniofacial Abnormalities
RAB4B	Prostatic Neoplasms
RAB5A	Myocardial Ischemia
RAB7A	Myocardial Ischemia
RAB7B	Acute Coronary Syndrome
RAB7B	Osteoporosis
RAB8A	Arthritis, Rheumatoid
RAC1	Cardiomyopathy, Dilated
RAC1	Cell Transformation, Neoplastic
RAC1	Liver Diseases
RAC2	Heart Diseases
RAC2	Melanoma
RACGAP1	Polycystic Ovary Syndrome
RAD23A	Disease Progression
RAD23A	Stomach Neoplasms
RAD23B	Craniofacial Abnormalities
RAD23B	Infertility, Male
RAD23B	Prostatic Neoplasms
RAD50	Nijmegen Breakage Syndrome-Like Disorder
RAD51B	Breast Neoplasms
RAD51B	Breast Neoplasms, Male
RAD51B	Substance-Related Disorders
RAD51D	Ovarian Neoplasms
RAD54L	Breast Neoplasms
RAD54L	Lymphoma, Non-Hodgkin
RAET1L	Alopecia Areata
RAF1	Hyperalgesia
RAF1	Kidney Neoplasms
RAF1	Liver Neoplasms
RAG1	Reticuloendotheliosis, familial, with eosinophilia
RAG1	Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive
RAG2	Reticuloendotheliosis, familial, with eosinophilia
RAI1	Anxiety Disorders
RAI1	Child Development Disorders, Pervasive
RAI1	Craniofacial Abnormalities
RAI1	Dyssomnias
RAI1	Growth Disorders
RAI1	Neurobehavioral Manifestations
RAI1	Psychomotor Agitation
RALBP1	Myocardial Ischemia
RALBP1	Prostatic Neoplasms
RALY	Amphetamine-Related Disorders
RALYL	Breast Neoplasms
RAMP2	Adenocarcinoma
RAMP2	Weight Gain
RAN	Carcinoma
RAN	HIV Infections
RAN	Keloid
RAN	Mammary Neoplasms, Animal
RAN	Mammary Neoplasms, Experimental
RAN	Osteoarthritis
RANBP1	HIV Infections
RANBP10	Disease Progression
RANBP10	Stomach Neoplasms
RANBP2	Granuloma, Plasma Cell
RAP2A	Arthritis, Rheumatoid
RAPGEF3	Acute Kidney Injury
RAPGEF3	Pulmonary Disease, Chronic Obstructive
RAPGEF5	Amphetamine-Related Disorders
RAPH1	Peripheral Nervous System Diseases
RAPSN	Autoimmune Diseases
RAPSN	Muscular Diseases
RARA	Neoplasms, Second Primary
RARA	Sciatic Neuropathy
RARB	Adenocarcinoma
RARB	Endometriosis
RARB	Sciatic Neuropathy
RARB	Uterine Cervical Neoplasms
RARG	Cleft Palate
RARG	Musculoskeletal Abnormalities
RASA1	Carcinoma, Basal Cell
RASA1	Mammary Neoplasms, Animal
RASA1	Mammary Neoplasms, Experimental
RASA1	Port-Wine Stain
RASD1	Prostatic Neoplasms
RASGRF1	Dyskinesia, Drug-Induced
RASGRF1	Refractive Errors
RASGRF2	Carcinoma
RASGRF2	Mammary Neoplasms, Animal
RASGRF2	Mammary Neoplasms, Experimental
RASGRP1	Arthritis, Rheumatoid
RASGRP1	Endometriosis
RASGRP1	Peripheral Nervous System Diseases
RASL10B	Polycystic Ovary Syndrome
RASL11A	Endometriosis
RASSF1	Cardiomyopathy, Hypertrophic
RASSF1	Mammary Neoplasms, Animal
RASSF2	Lymphatic Metastasis
RASSF2	Nasopharyngeal Neoplasms
RASSF8	Small Cell Lung Carcinoma
RAX	Craniofacial Abnormalities
RAX	Melanoma
RB1	Brain Ischemia
RB1	Liver Neoplasms, Experimental
RB1	Mammary Neoplasms, Animal
RB1	Mammary Neoplasms, Experimental
RB1CC1	Schizophrenia
RBCK1	Cardiomegaly
RBFOX1	Seizures
RBFOX2	Carcinoma, Adenoid Cystic
RBFOX2	Salivary Gland Neoplasms
RBM17	Spinocerebellar Ataxias
RBM7	Carcinoma, Non-Small-Cell Lung
RBMY1A1	Spermatogenic Failure, Nonobstructive, Y-Linked
RBMY2FP	Peripheral Nervous System Diseases
RBP1	Drug-Induced Liver Injury
RBP1	Mammary Neoplasms, Animal
RBP1	Mammary Neoplasms, Experimental
RBP1	Stomach Neoplasms
RBP4	Abortion, Spontaneous
RBP4	Carcinoma
RBP4	Keratomalacia
RBP4	Kidney Diseases
RBP4	Liver Diseases, Alcoholic
RBP4	Mammary Neoplasms, Animal
RBP4	Mammary Neoplasms, Experimental
RBP4	Necrosis
RBP4	Stomach Neoplasms
RBPJ	Arthritis, Rheumatoid
RBPJ	Endometriosis
RCAN1	Arthritis, Rheumatoid
RCAN1	Craniofacial Abnormalities
RCBTB1	Alcoholism
RCD1	Retinal Cone Dystrophy 1
RCHTS	Roifman-Chitayat Syndrome
RCM2	Cardiomyopathy, Familial Restrictive, 2
RCN1	Carcinoma
RCN1	Mammary Neoplasms, Animal
RCN1	Mammary Neoplasms, Experimental
RCN3	Osteoarthritis
RD3	Leber Congenital Amaurosis 12
RDH12	Leber Congenital Amaurosis 3
RDH5	Myopia
RDM1	Peripheral Nervous System Diseases
RDX	Cholestasis
REC8	Melanoma
REC8	Prostatic Neoplasms
RECK	Neoplasm Invasiveness
REL	Memory Disorders
RELA	Amphetamine-Related Disorders
RELA	Barrett Esophagus
RELA	Brain Ischemia
RELA	Carcinoma, Renal Cell
RELA	Cholestasis
RELA	Colonic Neoplasms
RELA	Diabetic Nephropathies
RELA	Liver Cirrhosis, Alcoholic
RELA	Neoplasm Invasiveness
RELA	Neoplasms, Experimental
RELN	Depressive Disorder
RELN	Depressive Disorder, Major
RELN	Norman Roberts lissencephaly syndrome
REN	Albuminuria
REN	Azotemia
REN	Cardiomegaly
REN	Diabetes Mellitus, Experimental
REN	Drug Toxicity
REN	Fetal Growth Retardation
REN	Fibrosis
REN	Hemorrhage
REN	Hypotension
REN	Hypotension
REN	Nephrosis
REN	Osteoporosis
REN	Proteinuria
REN	Psoriasis
REN	Substance Withdrawal Syndrome
RENBP	Cardiomyopathy, Dilated
REPS2	Breast Neoplasms
RET	Amyloidosis, Familial
RET	Burkitt Lymphoma
RET	Colorectal Neoplasms
RET	Status Epilepticus
RETN	Heroin Dependence
RETSAT	Simpson-Golabi-Behmel syndrome
REXO1	Polycystic Ovary Syndrome
RFC1	Colonic Neoplasms
RFH1	Renal Failure, Progressive, with Hypertension
RFK	Prostatic Neoplasms
RFMN	Roifman syndrome
RFNG	Weight Gain
RFWD2	Autistic Disorder
RFX3	Arsenic Poisoning
RFX3	Skin Diseases
RGCC	Myocardial Ischemia
RGMB	Arthritis, Rheumatoid
RGN	Kidney Diseases
RGN	Liver Cirrhosis, Experimental
RGN	Liver Neoplasms, Experimental
RGS1	Arsenic Poisoning
RGS1	Dermatitis, Allergic Contact
RGS1	Osteosarcoma
RGS1	Skin Diseases
RGS12	Schizophrenia
RGS17	Amphetamine-Related Disorders
RGS2	Breast Neoplasms
RGS2	Parkinson Disease, Secondary
RGS2	Stomach Neoplasms
RGS4	Endometriosis
RGS9	Dyskinesia, Drug-Induced
RGS9	Psychoses, Substance-Induced
RHBDD3	Substance-Related Disorders
RHCE	Anemia, Hemolytic, Congenital
RHD	Anemia, Hemolytic, Congenital
RHDNS1	Renal Hypodysplasia, Nonsyndromic, 1
RHEB	Carcinoma, Non-Small-Cell Lung
RHOA	Neoplasm Invasiveness
RHOA	Proteinuria
RHOA	Urinary Bladder Neoplasms
RHOC	Myocardial Ischemia
RHOJ	Cardiomyopathies
RHOJ	Colonic Neoplasms
RHPN1	Polycystic Ovary Syndrome
RIBC2	Breast Neoplasms
RIEG2	Rieger syndrome 2
RIMS2	Small Cell Lung Carcinoma
RIPK3	Calcinosis
RIPK3	Heart Valve Diseases
RJBS	RAJAB SYNDROME
RLBP1	Eye Diseases, Hereditary
RLIM	Prostatic Neoplasms
RLN1	Hypertrophy
RLN3	Hyperplasia
RLN3	Myocardial Ischemia
RLS7	Restless Legs Syndrome
RMD1	Rippling muscle disease, 1
RNANC	Retinal Nonattachment, Nonsyndromic Congenital
RNASE4	Liver Cirrhosis, Experimental
RNASE4	Prostatic Neoplasms
RNASE6	Liver Diseases
RNASE6	Neurotoxicity Syndromes
RNASET2	Brain Diseases
RNF130	Prostatic Neoplasms
RNF135	Growth Disorders
RNF135	Macrocephaly
RNF182	Breast Neoplasms
RNF182	Colorectal Neoplasms
RNF34	Colonic Neoplasms
RNF43	Cholangiocarcinoma
RNF43	Liver Diseases, Parasitic
RNF6	Esophageal Neoplasms
RNF8	Autistic Disorder
RNR1	Muscular Diseases
RNR1	Tinnitus
ROBO1	Adenocarcinoma
ROBO2	Cholangiocarcinoma
ROBO2	Liver Diseases, Parasitic
ROCK1	Prenatal Injuries
ROCK2	Prenatal Injuries
RORA	Peripheral Nervous System Diseases
RORA	Stomach Neoplasms
RORB	Endometriosis
ROS1	Glioma
RP1	Hyperlipoproteinemia Type IV
RP2	Chromosome Xp11.3 Deletion Syndrome
RP2	Polycystic Ovary Syndrome
RP22	Retinitis Pigmentosa
RP23	Retinitis Pigmentosa
RP29	Retinitis Pigmentosa 29
RP32	Retinitis Pigmentosa 32
RP34	Retinitis Pigmentosa 34
RP6	Retinitis Pigmentosa 6
RPA1	Chloracne
RPE65	Eye Diseases, Hereditary
RPE65	Optic Atrophy, Hereditary, Leber
RPGR	Hearing Loss
RPGR	Respiratory Tract Infections
RPGRIP1L	Cerebellar Diseases
RPGRIP1L	Ciliary Motility Disorders
RPGRIP1L	Eye Diseases
RPH3AL	Liver Cirrhosis, Experimental
RPL10	Prostatic Neoplasms
RPL12	Prostatic Neoplasms
RPL13	Disease Progression
RPL13	Stomach Neoplasms
RPL14	Parkinson Disease
RPL15	Disease Progression
RPL17	Myocardial Ischemia
RPL18	Disease Progression
RPL18	Stomach Neoplasms
RPL23A	Breast Neoplasms
RPL23A	Parkinson Disease
RPL27A	Cerebellar Ataxia
RPL27A	Hyperpigmentation
RPL27A	Pancytopenia
RPL28	Weight Gain
RPL3	Carcinoma
RPL3	Mammary Neoplasms, Animal
RPL3	Mammary Neoplasms, Experimental
RPL31	Breast Neoplasms
RPL37A	Polycystic Ovary Syndrome
RPL5	Ovarian Cysts
RPL6	Carcinoma
RPL6	Mammary Neoplasms, Animal
RPL6	Mammary Neoplasms, Experimental
RPL6	Parkinson Disease
RPN2	Prostatic Neoplasms
RPRM	Barrett Esophagus
RPRM	Esophageal Neoplasms
RPS10	Diamond-Blackfan Anemia 9
RPS14	Anoxia
RPS14	Carcinoma
RPS14	Mammary Neoplasms, Animal
RPS14	Mammary Neoplasms, Experimental
RPS15	Disease Progression
RPS15	Stomach Neoplasms
RPS17	Diamond-Blackfan Anemia 4
RPS19	Disease Progression
RPS19	Prostatic Neoplasms
RPS19	Stomach Neoplasms
RPS2	Anoxia
RPS21	Disease Progression
RPS21	Stomach Neoplasms
RPS24	Anemia, Diamond-Blackfan, 3
RPS26	Disease Progression
RPS26	Stomach Neoplasms
RPS28	Weight Gain
RPS4X	Breast Neoplasms
RPS6	Breast Neoplasms
RPS6	Carcinoma, Hepatocellular
RPS6	Disease Progression
RPS6	Stomach Neoplasms
RPS6KA3	Bone Diseases, Developmental
RPS6KA3	Psychomotor Disorders
RPS6KA5	Cocaine-Related Disorders
RPS6KB1	Atrophy
RPS6KB1	Ceroid lipofuscinosis, neuronal 1, infantile
RPS6KB1	Hypertension
RPS6KB1	Hypertrophy, Left Ventricular
RPS7	Breast Neoplasms
RPS7	Diamond-Blackfan Anemia 8
RPS8	Breast Neoplasms
RPS8	Parkinson Disease
RPS8	Weight Gain
RPSA	Neoplasm Invasiveness
RPTOR	Tobacco Use Disorder
RPY	Retinitis Pigmentosa, Y-Linked
RRAD	Breast Neoplasms
RRAD	Carcinoma, Non-Small-Cell Lung
RRAS	Prostatic Neoplasms
RRAS2	Liver Neoplasms, Experimental
RRDX	Radial Ray Deficiency, X-Linked
RRM1	Disease Progression
RRM1	Neural Tube Defects
RRM1	Peripheral Nervous System Diseases
RRM2	Colorectal Neoplasms
RRM2	Polycystic Ovary Syndrome
RRM2B	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5
RRP9	Disease Progression
RRP9	Stomach Neoplasms
RSAD2	Myocardial Ischemia
RSCIS	Radiation Sensitivity Chromosome Instability Syndrome, Autosomal Dominant
RSPH9	Ciliary Dyskinesia, Primary, 12
RSPO1	PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46,XX SEX REVERSAL
RSPO3	Breast Neoplasms
RSU1	Chloracne
RSU1	Osteoporosis
RTE1	Glioma
RTN1	Myocardial Ischemia
RTP3	Liver Neoplasms
RTP4	Influenza, Human
RUFY3	Arsenic Poisoning
RUFY3	Skin Diseases
RUNX1	Prostatic Neoplasms
RUNX1T1	Small Cell Lung Carcinoma
RUNX2	Craniofacial Abnormalities
RUNX2	Stomatognathic System Abnormalities
RUNX2	Tooth Abnormalities
RUNX2	Uremia
RUNX3	Polycystic Ovary Syndrome
RUNX3	Psoriasis
RWS	Ragweed Sensitivity
RXRA	Amyotrophic lateral sclerosis 1
RXRA	Sciatic Neuropathy
RXRB	Breast Neoplasms
RXRB	Disease Progression
RXRB	Stomach Neoplasms
RXRG	Myocardial Ischemia
RYK	Craniofacial Abnormalities
RYK	Weight Gain
RYR1	Carcinoma, Renal Cell
RYR1	Malignant hyperthermia susceptibility type 1
RYR2	Child Development Disorders, Pervasive
RYR2	Diabetic Cardiomyopathies
RYR2	Myocardial Ischemia
RYR2	Tachycardia
S100A1	Vasospasm, Intracranial
S100A10	Keloid
S100A12	Mouth Diseases
S100A4	Colonic Neoplasms
S100A4	Ischemia
S100A4	Keloid
S100A4	Neoplasm Invasiveness
S100A4	Vasospasm, Intracranial
S100A6	Diabetes Mellitus, Experimental
S100A6	Diabetes Mellitus, Type 2
S100A6	Mammary Neoplasms, Animal
S100A6	Mammary Neoplasms, Experimental
S100A6	Vasospasm, Intracranial
S100A7A	Polycystic Ovary Syndrome
S100A8	Keloid
S100A8	Mammary Neoplasms, Animal
S100A9	Colonic Neoplasms
S100A9	Keloid
S100B	Disease Models, Animal
S100B	Vasospasm, Intracranial
S100P	Polycystic Ovary Syndrome
S1PR1	Carcinoma
S1PR1	Mammary Neoplasms, Animal
S1PR1	Mammary Neoplasms, Experimental
S1PR2	Heart Diseases
SAA1	Arthritis, Experimental
SAA1	Dermatitis, Contact
SAG	Night blindness, congenital stationary
SAG	Uveitis
SALL3	Burkitt Lymphoma
SALL3	Craniofacial Abnormalities
SALL4	Craniofacial Abnormalities
SAMD4A	Substance-Related Disorders
SAMD9	Influenza, Human
SAP30BP	Schizophrenia
SAP30L	Polycystic Ovary Syndrome
SARDH	Anoxia
SAT1	Dermatitis, Allergic Contact
SAT1	Keratosis Follicularis Spinulosa Decalvans, X-Linked
SATB2	Cleft Palate, Isolated, And Mental Retardation
SATB2	Craniofacial Abnormalities
SATB2	Small Cell Lung Carcinoma
SAX1	Ataxia, Spastic, 1, Autosomal Dominant
KIF1C	Ataxia, Spastic, 2, Autosomal Recessive
SBNO1	Schizophrenia
SC5D	Liver Diseases
SCA18	Sensorimotor neuropathy with ataxia, autosomal dominant
SCA19	Spinocerebellar ataxia 19
SCA20	Spinocerebellar ataxia 20
SCA21	Spinocerebellar ataxia 21
SCA25	Spinocerebellar ataxia 25
SCA26	Spinocerebellar ataxia 26
SCA30	Spinocerebellar ataxia 30
SCA31	Spinocerebellar Ataxia 31
SCA9	Spinocerebellar Ataxias
SCAP	Carcinoma, Hepatocellular
SCAR2	Spinocerebellar Ataxia, Autosomal Recessive 2
SCAR3	Spinocerebellar ataxia, autosomal recessive 3
SCAR7	Spinocerebellar Ataxia, Autosomal Recessive 7
SCARB1	Carcinoma
SCARB1	Cocaine-Related Disorders
SCARB1	HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6
SCARB1	Kidney Failure, Chronic
SCARB1	Mammary Neoplasms, Animal
SCARB1	Mammary Neoplasms, Experimental
SCARB1	Marijuana Abuse
SCARB1	Non-alcoholic Fatty Liver Disease
SCARB1	Peripheral Nervous System Diseases
SCARB1	Phencyclidine Abuse
SCARF2	Peripheral Nervous System Diseases
SCASI	Spinocerebellar ataxia, autosomal recessive 4
SCAX2	Spinocerebellar ataxia, X-linked, 2
SCAX3	Spinocerebellar ataxia, X-linked, 3
SCAX4	Spinocerebellar ataxia, X-linked, 4
SCAX5	Spinocerebellar Ataxia, X-Linked 5
SCD	Graves Ophthalmopathy
SCD	Lipidoses
SCD	Liver Neoplasms
SCD	Mammary Neoplasms, Animal
SCD	Mammary Neoplasms, Experimental
SCGB1A1	Respiration Disorders
SCGB3A1	Endometriosis
SCKL3	Seckel Syndrome 3
SCML2	Medulloblastoma
SCN10A	Atrial Fibrillation
SCN10A	Neuralgia
SCN10A	Ventricular Fibrillation
SCN11A	Hyperalgesia
SCN1A	Child Development Disorders, Pervasive
SCN1A	Movement Disorders
SCN1B	Brugada Syndrome 5
SCN1B	Sudden Infant Death
SCN2A	Epilepsy, Benign Neonatal, 3
SCN3A	Epilepsy, Complex Partial
SCN7A	Autistic Disorder
SCN8A	Cerebellar Ataxia
SCN8A	Herpesviridae Infections
SCN8A	Neuralgia, Postherpetic
SCN8A	Status Epilepticus
SCN9A	Generalized Epilepsy With Febrile Seizures Plus, Type 2
SCN9A	Herpesviridae Infections
SCN9A	Neuralgia, Postherpetic
SCNN1A	Lung Diseases
SCNN1A	Neoplasms, Germ Cell and Embryonal
SCNN1A	Polycystic Ovary Syndrome
SCNN1A	Pre-Eclampsia
SCNN1A	Proteinuria
SCNN1G	Bronchiectasis With Or Without Elevated Sweat Chloride 3
SCNN1G	Hypotension
DELYQ11	Sertoli cell-only syndrome, Y-linked
SCO2	Influenza, Human
SCO2	Mitochondrial Encephalomyopathies
SCP2	Leukoencephalopathies
SCP2	LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY
SCP2	Polyneuropathies
SCRN1	Osteoarthritis
SCRN1	Stomach Neoplasms
SCT	Polycystic Ovary Syndrome
SCT	Tachycardia
SCZD10	Schizophrenia, Catatonic
SCZD11	Schizophrenia
SCZD12	Schizophrenia
SCZD14	Schizophrenia
SCZD3	Schizophrenia
SCZD6	Schizophrenia
SCZD7	Schizophrenia
SCZD8	Schizophrenia
SDC4	Carcinoma, Non-Small-Cell Lung
SDCBP	Osteoarthritis
SDCCAG8	Kidney Diseases, Cystic
SDCCAG8	Retinal Diseases
SDF2L1	Abortion, Spontaneous
SDF2L1	Prostatic Neoplasms
SDHA	Cardiomyopathy, Dilated
SDHA	Osteoarthritis
SDHAF1	Dementia, Vascular
SDHB	Cowden-Like Syndrome
SDHD	Carcinoid Tumors, Intestinal
SDHD	Cowden-Like Syndrome
CUP2Q35	Syndactyly, Type I
SEC16B	Body Weight
SEC23A	Osteoarthritis
SEC31A	Lymphoma, Large B-Cell, Diffuse
SEC61A1	Craniofacial Abnormalities
SEC63	Polycystic Kidney Diseases
SECISBP2	Amino Acid Metabolism, Inborn Errors
SECISBP2	Growth Disorders
SELE	Brain Ischemia
SELE	Dermatitis, Allergic Contact
SELE	Peripheral Nervous System Diseases
SELE	Urticaria
SELENBP1	Drug-Induced Liver Injury
SELENBP1	Lung Neoplasms
SELENBP1	Stomach Neoplasms
SELL	Myocardial Infarction
SELP	Hypersensitivity
SELP	Ige Responsiveness, Atopic
SELP	Peripheral Nervous System Diseases
SELP	Pleurisy
SELPLG	Amyotrophic lateral sclerosis 1
SEMA3C	Truncus Arteriosus, Persistent
SEMA3E	CHARGE Syndrome
SEMA6D	Substance-Related Disorders
SEPP1	Cadmium Poisoning
SEPP1	Endometriosis
SEPP1	Infertility, Male
SEPP1	Insulin Resistance
SEPP1	Lung Neoplasms
SEPP1	Mammary Neoplasms, Animal
SEPP1	Mammary Neoplasms, Experimental
SEPP1	Nerve Degeneration
SEPP1	Nervous System Diseases
SEPSECS	Weight Gain
11-Sep	Methylmalonic acidemia
2-Sep	Methylmalonic acidemia
5-Sep	Neurodegenerative Diseases
9-Sep	Brachial Plexus Neuritis
SEPW1	Epilepsy
SERAC1	Lipid Metabolism, Inborn Errors
SERBP1	Disease Progression
SERBP1	Stomach Neoplasms
SERINC3	Prostatic Neoplasms
SERPINA1	Adenocarcinoma
SERPINA1	Arteriosclerosis
SERPINA1	Hemorrhage
SERPINA1	Hypoglycemia
SERPINA1	Neurodegenerative Diseases
SERPINA1	Stomach Neoplasms
SERPINA1	Thiamine Deficiency
SERPINA3	Lipidoses
SERPINA3	Prostatic Neoplasms
SERPINA4	Carcinoma, Hepatocellular
SERPINA5	Amphetamine-Related Disorders
SERPINA7	Metabolism, Inborn Errors
SERPINB10	Prostatic Neoplasms
SERPINB2	Breast Neoplasms
SERPINB2	Non-alcoholic Fatty Liver Disease
SERPINB2	Peripheral Nervous System Diseases
SERPINB2	Stomach Neoplasms
SERPINB3	Abortion, Spontaneous
SERPINB3	Esophageal Squamous Cell Carcinoma
SERPINB3	Mouth Neoplasms
SERPINB3	Precancerous Conditions
SERPINB4	Abortion, Spontaneous
SERPINB5	Carcinoma, Ductal, Breast
SERPINB5	Colonic Neoplasms
SERPINB5	Colorectal Neoplasms
SERPINB5	Keloid
SERPINB6	DEAFNESS, AUTOSOMAL RECESSIVE 91
SERPINB9	Chloracne
SERPINC1	Acute Coronary Syndrome
SERPINC1	Brain Injuries
SERPINC1	Cerebral Hemorrhage
SERPINC1	Craniocerebral Trauma
SERPINC1	Intracranial Thrombosis
SERPINC1	Liver Failure, Acute
SERPINC1	Nephrotic Syndrome
SERPINC1	Respiratory Distress Syndrome, Adult
SERPIND1	Carotid Artery Thrombosis
SERPIND1	Mesenteric Vascular Occlusion
SERPIND1	Venous Thromboembolism
SERPINE1	Cholestasis
SERPINE1	Diabetes Mellitus, Experimental
SERPINE1	Nervous System Diseases
SERPINE1	Plasminogen Activator Inhibitor-1 Deficiency
SERPINF1	Carcinoma, Adenoid Cystic
SERPINF1	Corneal Ulcer
SERPINF1	Keloid
SERPINF1	Salivary Gland Neoplasms
SERPINF2	Anti-plasmin deficiency, congenital
SERPING1	Complement Component 4, Partial Deficiency Of
SERPING1	Influenza, Human
SERPING1	Lupus Nephritis
SERPINH1	Infarction, Middle Cerebral Artery
SERPINH1	Ischemia
SERPINH1	Liver Cirrhosis, Experimental
SERTAD1	Colonic Neoplasms
SESTD1	Weight Gain
SETBP1	Abnormalities, Multiple
SETBP1	Craniofacial Abnormalities
SETBP1	Intellectual Disability
SETBP1	Weight Gain
SETD2	Carcinoma, Adenoid Cystic
SF3A3	HIV Infections
SFN	Keloid
SFN	Lymphatic Metastasis
SFPQ	Arsenic Poisoning
SFPQ	HIV Infections
SFPQ	Skin Diseases
SFRP1	Inflammatory Bowel Diseases
SFRP2	Inflammatory Bowel Diseases
SFRP4	Ovarian Cysts
SFTPB	Hernia, Diaphragmatic
SFTPB	Lung Neoplasms
SFTPC	Hernia, Diaphragmatic
SFTPC	Polycystic Ovary Syndrome
SFTPC	Surfactant Metabolism Dysfunction, Pulmonary, 1
SGCA	Peripheral Nervous System Diseases
SGCB	Cardiomyopathies
SGCG	Osteoarthritis
SGCZ	Amphetamine-Related Disorders
SGK1	Diabetic Neuropathies
SGK1	Leukemia, Myeloid, Acute
SGK1	Mammary Neoplasms, Animal
SGK1	Mammary Neoplasms, Experimental
SGK1	Uremia
SGPP1	Peripheral Nervous System Diseases
SH2B3	Inflammation
SH2B3	Vitiligo
SH3KBP1	Colonic Neoplasms
SH3PXD2B	Bone Diseases, Developmental
SH3PXD2B	Craniofacial Abnormalities
SH3PXD2B	Eye Abnormalities
SH3PXD2B	Growth Disorders
SH3PXD2B	Hearing Loss
SH3RF3	Amphetamine-Related Disorders
SH3TC1	Colorectal Neoplasms
SHANK1	Anxiety Disorders
SHANK1	Carcinoma, Renal Cell
SHANK1	Motor Skills Disorders
SHANK3	Child Development Disorders, Pervasive
SHANK3	Language Development Disorders
SHANK3	Telomeric 22q13 monosomy syndrome
SHARPIN	Dermatitis
SHARPIN	Eosinophilia
SHBG	Erectile Dysfunction
SHBG	Prostatic Neoplasms
SHC1	Amyotrophic lateral sclerosis 1
SHC1	Cardiomegaly
SHFL1	Split-hand/foot malformation with long bone deficiency
SHFLD2	Split-Hand/Foot Malformation With Long Bone Deficiency 2
SHFLD3	Split-Hand/Foot Malformation With Long Bone Deficiency 3
SHFM1	Carcinoma, Squamous Cell
SHFM1	Peripheral Nervous System Diseases
SHFM2	Split-Hand Foot Malformation 2
SHFM5	Split hand foot deformity 1
SHFM5	Split-Hand/Foot Malformation 5
SHH	Microphthalmia, Isolated, with Coloboma 5
SHH	Parkinson Disease, Secondary
SHMT1	Drug Toxicity
SHMT1	Nervous System Diseases
SHOC2	Hair Diseases
SHOX	Short Stature, Idiopathic, Autosomal
SIGLEC1	Influenza, Human
SIGMAR1	Cocaine-Related Disorders
SIGMAR1	HIV Infections
SIGMAR1	Learning Disorders
SIGMAR1	Memory Disorders
